* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = TAQMAN
* Date Created = 2019-11-19 13:58:48 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\20191108_AG_11.eds
* Experiment Name = 20191108_AG_11
* Experiment Run End Time = 2019-11-08 16:57:06 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	EXPFAIL	HIGHSD	NOAMP	CTFAIL
2	A2	false	W 3 MC 2	Mcav	UNKNOWN	FAM	NFQ-MGB	18.401	18.414	0.017								false	0.010	true	3	18	Amp		N	N	N	N
3	A3	false	W 3 MC 3	Mcav	UNKNOWN	FAM	NFQ-MGB	18.711	18.826	0.163								false	0.010	true	3	18	Amp		N	N	N	N
4	A4	false	W 3 MC 4	Mcav	UNKNOWN	FAM	NFQ-MGB	16.916	17.177	0.369								false	0.010	true	3	16	Amp		N	N	N	N
6	A6	false	W 3 MC 6	Mcav	UNKNOWN	FAM	NFQ-MGB	18.544	18.441	0.146								false	0.010	true	3	18	Amp		N	N	N	N
7	A7	false	W 4 MC 1	Mcav	UNKNOWN	FAM	NFQ-MGB	17.604	17.537	0.096								false	0.010	true	3	16	Amp		N	N	N	N
8	A8	false	W 4 MC 2	Mcav	UNKNOWN	FAM	NFQ-MGB	17.455	17.725	0.381								false	0.010	true	3	16	Amp		N	N	N	N
9	A9	false	W 4 MC 3	Mcav	UNKNOWN	FAM	NFQ-MGB	18.771	18.837	0.093								false	0.010	true	3	18	Amp		N	N	N	N
10	A10	false	W 4 MC 4	Mcav	UNKNOWN	FAM	NFQ-MGB	18.559	18.265	0.415								false	0.010	true	3	17	Amp		N	N	N	N
11	A11	false	+	Mcav	UNKNOWN	FAM	NFQ-MGB	23.894	23.634	0.369								false	0.010	true	3	22	Amp		N	N	N	N
12	A12	false	NCT	Mcav	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
14	B2	false	W 3 MC 2	Mcav	UNKNOWN	FAM	NFQ-MGB	18.426	18.414	0.017								false	0.010	true	3	17	Amp		N	N	N	N
15	B3	false	W 3 MC 3	Mcav	UNKNOWN	FAM	NFQ-MGB	18.941	18.826	0.163								false	0.010	true	3	17	Amp		N	N	N	N
16	B4	false	W 3 MC 4	Mcav	UNKNOWN	FAM	NFQ-MGB	17.438	17.177	0.369								false	0.010	true	3	16	Amp		N	N	N	N
18	B6	false	W 3 MC 6	Mcav	UNKNOWN	FAM	NFQ-MGB	18.337	18.441	0.146								false	0.010	true	3	17	Amp		N	N	N	N
19	B7	false	W 4 MC 1	Mcav	UNKNOWN	FAM	NFQ-MGB	17.469	17.537	0.096								false	0.010	true	3	16	Amp		N	N	N	N
20	B8	false	W 4 MC 2	Mcav	UNKNOWN	FAM	NFQ-MGB	17.995	17.725	0.381								false	0.010	true	3	17	Amp		N	N	N	N
21	B9	false	W 4 MC 3	Mcav	UNKNOWN	FAM	NFQ-MGB	18.903	18.837	0.093								false	0.010	true	3	17	Amp		N	N	N	N
22	B10	false	W 4 MC 4	Mcav	UNKNOWN	FAM	NFQ-MGB	17.972	18.265	0.415								false	0.010	true	3	17	Amp		N	N	N	N
23	B11	false	+	Mcav	UNKNOWN	FAM	NFQ-MGB	23.373	23.634	0.369								false	0.010	true	3	22	Amp		N	N	N	N
24	B12	false	NCT	Mcav	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
26	C2	false	W 3 MC 2	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
27	C3	false	W 3 MC 3	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
28	C4	false	W 3 MC 4	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
30	C6	false	W 3 MC 6	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	29	No Amp		N	N	Y	N
31	C7	false	W 4 MC 1	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
32	C8	false	W 4 MC 2	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
33	C9	false	W 4 MC 3	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
34	C10	false	W 4 MC 4	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
35	C11	false	+	A	UNKNOWN	FAM	NFQ-MGB	22.346	21.220	1.592								false	0.010	true	3	22	Amp		N	Y	N	N
36	C12	false	NCT	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	26	No Amp		N	N	Y	N
38	D2	false	W 3 MC 2	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y	N
39	D3	false	W 3 MC 3	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	32	No Amp		N	N	Y	N
40	D4	false	W 3 MC 4	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
42	D6	false	W 3 MC 6	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	11	No Amp		N	N	N	N
43	D7	false	W 4 MC 1	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	18	No Amp		N	N	N	N
44	D8	false	W 4 MC 2	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
45	D9	false	W 4 MC 3	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
46	D10	false	W 4 MC 4	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
47	D11	false	+	A	UNKNOWN	FAM	NFQ-MGB	20.095	21.220	1.592								false	0.010	true	3	18	Amp		N	Y	N	N
