* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = TAQMAN
* Date Created = 2019-11-22 12:33:42 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\20191121_AG_25.eds
* Experiment Name = 20191121_AG_25
* Experiment Run End Time = 2019-11-21 17:45:38 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	EXPFAIL	PRFLOW	HIGHSD	NOAMP
72	F12	false	NCT	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
73	G1	false	S 1-OF-2																				N/A		N	N	N	N
74	G2	false	S 2-OF-1	C	UNKNOWN	VIC	NFQ-MGB	23.926	23.334	0.837								false	0.010	true	3	23	Amp		N	N	Y	N
74	G2	false	S 2-OF-1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	Inconclusive		Y	N	N	Y
75	G3	false	S 2-OF-2	C	UNKNOWN	VIC	NFQ-MGB	24.085	24.101	0.023								false	0.010	true	3	23	Amp		N	N	N	N
75	G3	false	S 2-OF-2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
76	G4	false	S 2-OF-3	C	UNKNOWN	VIC	NFQ-MGB	27.403	26.942	0.652								false	0.010	true	3	26	Amp		N	N	Y	N
76	G4	false	S 2-OF-3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
77	G5	false	S 2-OF-4	C	UNKNOWN	VIC	NFQ-MGB	25.842	26.139	0.420								false	0.010	true	3	25	Amp		N	N	N	N
77	G5	false	S 2-OF-4	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
78	G6	false	S 2-OF-5	C	UNKNOWN	VIC	NFQ-MGB	24.235	24.506	0.383								false	0.010	true	3	23	Amp		N	N	N	N
78	G6	false	S 2-OF-5	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
79	G7	false	S 3-OF-5	C	UNKNOWN	VIC	NFQ-MGB	24.750	24.577	0.245								false	0.010	true	3	24	Amp		N	N	N	N
79	G7	false	S 3-OF-5	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
80	G8	false	S 4-OF-2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
80	G8	false	S 4-OF-2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
83	G11	false	+	C	UNKNOWN	VIC	NFQ-MGB	22.177	21.516	0.935								false	0.010	true	3	21	Amp		N	N	Y	N
83	G11	false	+	D	UNKNOWN	FAM	NFQ-MGB	34.602	34.184	0.591								false	0.010	true	3	34	Amp		N	N	Y	N
84	G12	false	NCT	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
84	G12	false	NCT	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
85	H1	false	S 1-OF-2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
85	H1	false	S 1-OF-2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
86	H2	false	S 2-OF-1	C	UNKNOWN	VIC	NFQ-MGB	22.742	23.334	0.837								false	0.010	true	3	22	Amp		N	N	Y	N
86	H2	false	S 2-OF-1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
87	H3	false	S 2-OF-2	C	UNKNOWN	VIC	NFQ-MGB	24.118	24.101	0.023								false	0.010	true	3	22	Amp		N	N	N	N
87	H3	false	S 2-OF-2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	Inconclusive		Y	N	N	Y
88	H4	false	S 2-OF-3	C	UNKNOWN	VIC	NFQ-MGB	26.481	26.942	0.652								false	0.010	true	3	25	Amp		N	N	Y	N
88	H4	false	S 2-OF-3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
89	H5	false	S 2-OF-4	C	UNKNOWN	VIC	NFQ-MGB	26.435	26.139	0.420								false	0.010	true	3	25	Amp		N	N	N	N
89	H5	false	S 2-OF-4	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
90	H6	false	S 2-OF-5	C	UNKNOWN	VIC	NFQ-MGB	24.777	24.506	0.383								false	0.010	true	3	24	Amp		N	N	N	N
90	H6	false	S 2-OF-5	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
91	H7	false	S 3-OF-5	C	UNKNOWN	VIC	NFQ-MGB	24.404	24.577	0.245								false	0.010	true	3	23	Amp		N	N	N	N
91	H7	false	S 3-OF-5	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
92	H8	false	S 4-OF-2																				N/A		N	N	N	N
95	H11	false	+	C	UNKNOWN	VIC	NFQ-MGB	20.854	21.516	0.935								false	0.010	true	3	19	Amp		N	N	Y	N
95	H11	false	+	D	UNKNOWN	FAM	NFQ-MGB	33.766	34.184	0.591								false	0.010	true	3	33	Amp		N	N	Y	N
96	H12	false	NCT	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
96	H12	false	NCT	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
