* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = TAQMAN
* Date Created = 2019-11-08 08:52:48 AM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\rcunning\Documents\Gomez\20191101_AG_1.eds
* Experiment Name = 20191101_AG_1
* Experiment Run End Time = 2019-11-01 16:16:43 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	EXPFAIL	HIGHSD	NOAMP
1	A1	false	1-OF-1	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	12	No Amp		N	N	N
2	A2	false	1-OF-2	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
3	A3	false	1-OF-3	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
4	A4	false	1-OF-4	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
5	A5	false	1-OF-5	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
6	A6	false	2-OF-1	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
7	A7	false	2-OF-2	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
8	A8	false	2-OF-3	Ofav	UNKNOWN	SYBR	None	Undetermined	35.014									false	0.010	true	3	39	No Amp		Y	N	Y
9	A9	false	2-OF-4	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
10	A10	false	2-OF-5	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N
11	A11	false	+	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	Inconclusive		Y	N	Y
12	A12	false	NCT	Ofav	NTC	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		N	N	N
13	B1	false	1-OF-1	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
14	B2	false	1-OF-2	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N
15	B3	false	1-OF-3	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N
16	B4	false	1-OF-4	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
17	B5	false	1-OF-5	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
18	B6	false	2-OF-1	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N
19	B7	false	2-OF-2	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N
20	B8	false	2-OF-3	Ofav	UNKNOWN	SYBR	None	35.014	35.014									false	0.010	true	3	34	Inconclusive		N	N	N
21	B9	false	2-OF-4	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
22	B10	false	2-OF-5	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
23	B11	false	+	Ofav	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		Y	N	Y
24	B12	false	NCT	Ofav	NTC	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		N	N	N
25	C1	false	1-OF-1	A	UNKNOWN	FAM	NFQ-MGB	25.698	25.677	0.030								false	0.010	true	3	25	Amp		N	N	N
26	C2	false	1-OF-2	A	UNKNOWN	FAM	NFQ-MGB	26.926	27.099	0.244								false	0.010	true	3	26	Amp		N	N	N
27	C3	false	1-OF-3	A	UNKNOWN	FAM	NFQ-MGB	22.967	22.574	0.556								false	0.010	true	3	21	Amp		N	Y	N
28	C4	false	1-OF-4	A	UNKNOWN	FAM	NFQ-MGB	27.122	28.066	1.336								false	0.010	true	3	26	Amp		N	Y	N
29	C5	false	1-OF-5	A	UNKNOWN	FAM	NFQ-MGB	24.304	24.342	0.055								false	0.010	true	3	23	Amp		N	N	N
30	C6	false	2-OF-1	A	UNKNOWN	FAM	NFQ-MGB	31.075	31.075									false	0.010	true	3	30	Amp		N	N	N
