* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = TAQMAN
* Date Created = 2019-11-08 09:01:03 AM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\rcunning\Documents\Gomez\20191104_AG_2.eds
* Experiment Name = 20191104_AG_2
* Experiment Run End Time = 2019-11-04 13:12:50 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	EXPFAIL	AMPNC	HIGHSD	NOAMP
69	F9	false	4-OF-4	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
70	F10	false	4-OF-5	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	28	No Amp		N	N	N	N
71	F11	false	+	B	UNKNOWN	FAM	NFQ-MGB	33.375	33.585	0.298								false	0.010	true	3	33	Amp		N	N	N	N
72	F12	false	NCT	B	NTC	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		N	N	N	N
73	G1	false	3-OF-1	C	UNKNOWN	VIC	NFQ-MGB	24.578	25.161	0.824								false	0.010	true	3	23	Amp		N	N	Y	N
73	G1	false	3-OF-1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
74	G2	false	3-OF-2	C	UNKNOWN	VIC	NFQ-MGB	24.681	24.990	0.437								false	0.010	true	3	24	Amp		N	N	N	N
74	G2	false	3-OF-2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
75	G3	false	3-OF-3	C	UNKNOWN	VIC	NFQ-MGB	37.431	37.431									false	0.010	true	3	35	Inconclusive		N	N	N	N
75	G3	false	3-OF-3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
76	G4	false	3-OF-4	C	UNKNOWN	VIC	NFQ-MGB	26.215	26.247	0.045								false	0.010	true	3	25	Amp		N	N	N	N
76	G4	false	3-OF-4	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
77	G5	false	3-OF-5	C	UNKNOWN	VIC	NFQ-MGB	34.910	34.856	0.076								false	0.010	true	3	34	Amp		N	N	N	N
77	G5	false	3-OF-5	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
78	G6	false	4-OF-1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
78	G6	false	4-OF-1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	28	No Amp		N	N	N	Y
79	G7	false	4-OF-2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
79	G7	false	4-OF-2	D	UNKNOWN	FAM	NFQ-MGB	29.677	29.971	0.416								false	0.010	true	3	29	Amp		N	N	N	N
80	G8	false	4-OF-3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
80	G8	false	4-OF-3	D	UNKNOWN	FAM	NFQ-MGB	28.675	28.753	0.110								false	0.010	true	3	26	Amp		N	N	N	N
81	G9	false	4-OF-4	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
81	G9	false	4-OF-4	D	UNKNOWN	FAM	NFQ-MGB	23.447	23.233	0.303								false	0.010	true	3	22	Amp		N	N	N	N
82	G10	false	4-OF-5	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	36.544									false	0.010	true	3	39	No Amp		Y	N	N	N
82	G10	false	4-OF-5	D	UNKNOWN	FAM	NFQ-MGB	25.424	25.204	0.311								false	0.010	true	3	24	Amp		N	N	N	N
83	G11	false	+	C	UNKNOWN	VIC	NFQ-MGB	29.824	29.318	0.715								false	0.010	true	3	28	Amp		N	N	Y	N
83	G11	false	+	D	UNKNOWN	FAM	NFQ-MGB	26.427	26.389	0.053								false	0.010	true	3	25	Amp		N	N	N	N
84	G12	false	NCT	C	NTC	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		N	N	N	N
84	G12	false	NCT	D	NTC	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		N	N	N	N
85	H1	false	3-OF-1	C	UNKNOWN	VIC	NFQ-MGB	25.744	25.161	0.824								false	0.010	true	3	24	Amp		N	N	Y	N
85	H1	false	3-OF-1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
86	H2	false	3-OF-2	C	UNKNOWN	VIC	NFQ-MGB	25.298	24.990	0.437								false	0.010	true	3	24	Amp		N	N	N	N
86	H2	false	3-OF-2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
87	H3	false	3-OF-3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	37.431									false	0.010	true	3	39	No Amp		Y	N	N	Y
87	H3	false	3-OF-3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
88	H4	false	3-OF-4	C	UNKNOWN	VIC	NFQ-MGB	26.279	26.247	0.045								false	0.010	true	3	25	Amp		N	N	N	N
88	H4	false	3-OF-4	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
89	H5	false	3-OF-5	C	UNKNOWN	VIC	NFQ-MGB	34.803	34.856	0.076								false	0.010	true	3	34	Amp		N	N	N	N
89	H5	false	3-OF-5	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
90	H6	false	4-OF-1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
90	H6	false	4-OF-1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
91	H7	false	4-OF-2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	Y
91	H7	false	4-OF-2	D	UNKNOWN	FAM	NFQ-MGB	30.265	29.971	0.416								false	0.010	true	3	29	Amp		N	N	N	N
92	H8	false	4-OF-3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
92	H8	false	4-OF-3	D	UNKNOWN	FAM	NFQ-MGB	28.830	28.753	0.110								false	0.010	true	3	27	Amp		N	N	N	N
93	H9	false	4-OF-4	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		Y	N	N	N
93	H9	false	4-OF-4	D	UNKNOWN	FAM	NFQ-MGB	23.018	23.233	0.303								false	0.010	true	3	21	Amp		N	N	N	N
94	H10	false	4-OF-5	C	UNKNOWN	VIC	NFQ-MGB	36.544	36.544									false	0.010	true	3	35	Inconclusive		N	N	N	N
94	H10	false	4-OF-5	D	UNKNOWN	FAM	NFQ-MGB	24.985	25.204	0.311								false	0.010	true	3	23	Amp		N	N	N	N
95	H11	false	+	C	UNKNOWN	VIC	NFQ-MGB	28.812	29.318	0.715								false	0.010	true	3	27	Amp		N	N	Y	N
95	H11	false	+	D	UNKNOWN	FAM	NFQ-MGB	26.351	26.389	0.053								false	0.010	true	3	25	Amp		N	N	N	N
96	H12	false	NCT	C	NTC	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		N	N	N	N
96	H12	false	NCT	D	NTC	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		N	N	N	N
