* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = TAQMAN
* Date Created = 2019-11-19 13:25:18 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\20191107_AG_7.eds
* Experiment Name = 20191107_AG_7
* Experiment Run End Time = 2019-11-07 11:24:31 AM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	EXPFAIL	HIGHSD	NOAMP
3	A3	false	W 3 OF 3	Ofav	UNKNOWN	FAM	NFQ-MGB	17.366	17.367	0.001								false	0.010	true	3	16	Amp		N	N	N
5	A5	false	W 3 OF 5	Ofav	UNKNOWN	FAM	NFQ-MGB	17.689	17.650	0.054								false	0.010	true	3	16	Amp		N	N	N
6	A6	false	W 4 OF 1	Ofav	UNKNOWN	FAM	NFQ-MGB	16.486	16.518	0.047								false	0.010	true	3	15	Amp		N	N	N
7	A7	false	W 4 OF 2	Ofav	UNKNOWN	FAM	NFQ-MGB	16.843	17.285	0.625								false	0.010	true	3	15	Amp		N	Y	N
10	A10	false	W 4 OF 5	Ofav	UNKNOWN	FAM	NFQ-MGB	16.682	16.649	0.047								false	0.010	true	3	15	Amp		N	N	N
11	A11	false	+	Ofav	UNKNOWN	FAM	NFQ-MGB	21.126	20.943	0.258								false	0.010	true	3	20	Amp		N	N	N
12	A12	false	NCT	Ofav	UNKNOWN	FAM	NFQ-MGB	Undetermined	37.712									false	0.010	true	3	39	No Amp		Y	N	Y
15	B3	false	W 3 OF 3	Ofav	UNKNOWN	FAM	NFQ-MGB	17.368	17.367	0.001								false	0.010	true	3	17	Amp		N	N	N
17	B5	false	W 3 OF 5	Ofav	UNKNOWN	FAM	NFQ-MGB	17.612	17.650	0.054								false	0.010	true	3	16	Amp		N	N	N
18	B6	false	W 4 OF 1	Ofav	UNKNOWN	FAM	NFQ-MGB	16.551	16.518	0.047								false	0.010	true	3	15	Amp		N	N	N
19	B7	false	W 4 OF 2	Ofav	UNKNOWN	FAM	NFQ-MGB	17.727	17.285	0.625								false	0.010	true	3	16	Amp		N	Y	N
22	B10	false	W 4 OF 5	Ofav	UNKNOWN	FAM	NFQ-MGB	16.616	16.649	0.047								false	0.010	true	3	16	Amp		N	N	N
23	B11	false	+	Ofav	UNKNOWN	FAM	NFQ-MGB	20.760	20.943	0.258								false	0.010	true	3	20	Amp		N	N	N
